-0.3854,6.0688,4.5219,,,,
0.4273,6.6519,3.9754,,,,
0.4458,7.0191,3.9624,,,,
0.5017,6.9867,3.9103,,,,
0.3777,8.2177,4.0339,,,,
0.5587,5.4209,3.8583,,,,
0.5146,7.2458,3.9038,,,,
0.785,7.8289,3.8843,,,,
0.3988,8.2069,4.0079,,,,
0.3952,8.1961,4.0014,,,,
0.3645,8.2393,4.0274,,,,
0.0492,7.6886,4.2031,,,,
0.4011,8.0773,4.0014,,,,
0.6631,5.5613,4.7171,,,,
0.0899,6.0904,4.1445,,,,
0.5399,5.572,3.8713,,,,
0.7751,6.5007,3.9103,,,,
0.5857,4.7946,4.2552,,,,
0.5883,5.1293,3.8387,,,,
0.5893,5.68,3.8453,,,,
0.5875,6.2416,3.8453,,,,
0.5853,7.2674,3.8518,,,,
0.5771,7.9045,3.8713,,,,
0.5648,7.9369,3.8713,,,,
0.5732,7.9693,3.8713,,,,
0.5666,8.0017,3.8778,,,,
0.5705,7.9801,3.8713,,,,
0.5752,7.9693,3.8713,,,,
0.5697,7.9801,3.8778,,,,
0.5572,8.0449,3.8778,,,,
0.5744,8.0017,3.8778,,,,
0.5679,8.0017,3.8778,,,,
0.5785,7.9909,3.8778,,,,
0.5795,7.9801,3.8778,,,,
0.5736,8.0233,3.8843,,,,
0.5746,8.0233,3.8778,,,,
0.5703,8.0125,3.8778,,,,
0.5766,8.0341,3.8778,,,,
0.5793,8.0017,3.8778,,,,
0.5778,7.9909,3.8778,,,,
0.5879,7.9801,3.8778,,,,
0.5804,8.0017,3.8778,,,,
0.5824,7.8937,3.8648,,,,
0.5816,8.0017,3.8778,,,,
0.5767,8.0017,3.8778,,,,
0.5833,7.9693,3.8713,,,,
0.5816,8.0017,3.8778,,,,
0.5794,8.0017,3.8778,,,,
0.5648,8.0773,3.8908,,,,
0.5774,8.0341,3.8778,,,,
0.5991,7.8937,3.8713,,,,
0.5796,8.0233,3.8778,,,,
0.5769,8.0125,3.8778,,,,
0.5872,7.9801,3.8713,,,,
0.5819,8.0017,3.8778,,,,
0.5853,8.0017,3.8713,,,,
0.5505,8.1205,3.9038,,,,
0.5492,8.1205,3.9038,,,,
0.5739,8.0017,3.8843,,,,
0.5661,8.0557,3.8908,,,,
0.5618,8.0449,3.8843,,,,
0.5682,8.0881,3.8908,,,,
0.5706,8.0341,3.8843,,0.1939,8.1205,5.1075
0.5889,7.9909,3.8843,,0.1604,8.1637,5.101
0.567,8.0557,3.8908,,-0.0818,8.1853,4.6846
0.5667,8.0557,3.8843,,0.2327,4.9349,4.9383
0.4115,8.2285,4.0209,,0.1447,7.0083,5.166
0.0591,8.1853,4.0339,,0,6.1984,4.8472
0.4988,6.9651,3.9429,,0.0981,7.8937,5.1921
0.4127,6.274,4.2031,,-0.0326,5.6152,4.9904
0.4447,6.166,3.9819,,-0.2218,8.1961,5.14
0.5601,5.842,3.8778,,-0.5767,6.5655,4.1445
0.8367,7.2674,3.8843,,-0.4624,5.4209,4.6
0.5798,7.451,3.8583,,0.1821,7.8289,5.0815
0.5745,8.0233,3.8908,,0.0158,5.3669,4.9383
0.5554,8.0665,3.8973,,0.1536,7.2242,5.0554
0.5544,8.0665,3.8973,,-0.2024,7.9909,5.1205
0.5624,8.1097,3.9038,,-0.0301,7.9801,5.075
0.5571,8.0773,3.9038,,-0.2454,8.0341,4.9058
0.5413,8.1205,3.9038,,-0.1634,8.0125,4.7496
0.5583,8.0773,3.9038,,0.1364,7.9585,5.101
0.5553,8.0773,3.8973,,0.1448,7.9693,4.8602
0.5798,8.0233,3.8973,,0.1837,7.9693,5.0815
0.5592,8.0773,3.8973,,0.1371,7.9909,4.8082
0.5561,8.0773,3.8973,,-0.1788,8.0449,4.9058
0.5876,7.9585,3.8778,,0.064,8.0125,5.127
0.5628,8.0557,3.8973,,0.1423,7.9693,5.1205
0.5562,8.0449,3.8908,,-0.2556,8.0449,4.9123
0.5416,8.0233,3.8973,,0.6221,7.9693,5.3808
0.5632,8.0557,3.8973,,-0.0956,8.1097,5.153
0.5366,8.0557,3.8973,,-0.1042,8.0665,5.0684
0.557,8.0881,3.8973,,-0.1604,8.0557,5.14
0.5575,8.0881,3.9038,,-0.3298,7.9153,4.9839
0.5479,8.1097,3.9038,,0.0294,6.22,5.153
0.5584,8.0773,3.9038,,0.1841,8.1853,5.1335
0.5557,8.0773,3.8973,,0.0592,8.0665,4.7757
0.5599,8.0881,3.8973,,-0.1953,8.1205,4.8668
0.5603,8.0773,3.8973,,0.1281,8.0665,4.9188
0.5661,8.0449,3.8973,,-0.2537,8.1097,4.9188
0.5591,8.0773,3.8973,,-0.1359,8.0665,4.7561
0.5557,8.0773,3.8973,,-0.1396,8.0881,4.7496
0.5807,7.9801,3.8843,,0.1455,8.0125,5.1595
0.5604,8.0773,3.9038,,-0.0892,8.0881,5.14
0.568,8.0233,3.8908,,0.214,8.0557,5.0229
0.5582,8.0881,3.9038,,-0.0169,8.0773,5.1335
0.5647,8.0665,3.8973,,-0.0978,8.0773,5.127
0.6139,6.6519,3.8583,,0,8.0665,4.7561
0.6347,4.6434,3.8387,,0.167,4.6326,4.5935
0.6303,4.6434,3.8387,,0.1655,4.6326,4.587
0.6348,4.6434,3.8387,,0.1638,4.6218,4.587
0.6335,4.6434,3.8387,,0.2399,4.6758,4.6065
0.6281,4.6434,3.8322,,0.2394,4.6758,4.6065
0.6335,4.6434,3.8387,,0.2417,4.6758,4.613
0.6322,4.6434,3.8387,,0,4.665,4.6065
0.6254,4.6866,3.8453,,0.2414,4.6758,4.613
0.6262,4.6866,3.8453,,0.2425,4.6758,4.613
0.6213,4.6866,3.8453,,0.2414,4.6758,4.613
0.6269,4.6866,3.8453,,0.2435,4.6758,4.613
0.6264,4.6866,3.8453,,0.2422,4.6758,4.613
0.6257,4.6866,3.8453,,0.2424,4.6758,4.613
0.6273,4.6866,3.8453,,0.2442,4.6758,4.613
0.6264,4.6866,3.8453,,0.2435,4.6758,4.613
0.6269,4.6866,3.8453,,0.2423,4.6758,4.613
0.627,4.6866,3.8453,,0.2435,4.6866,4.6195
0.6239,4.6866,3.8453,,0.2431,4.6758,4.6195
0.6277,4.6866,3.8453,,0.2441,4.6758,4.613
0.6285,4.6866,3.8453,,0.2433,4.6758,4.613
0.6286,4.6866,3.8453,,0.2451,4.6758,4.613
0.6292,4.6866,3.8453,,0.2443,4.6758,4.613
0.6271,4.6866,3.8453,,0,4.6758,4.613
0.6305,4.6866,3.8453,,0.2451,4.6758,4.613
0.6305,4.6866,3.8453,,0.2444,4.6758,4.613
0.6266,4.6866,3.8453,,0.246,4.6758,4.613
0.6316,4.6866,3.8453,,0.2451,4.6758,4.613
0.6317,4.6866,3.8453,,0.2452,4.6758,4.613
0.6313,4.6866,3.8453,,0.2454,4.6758,4.613
0.6313,4.6866,3.8453,,0.2446,4.6758,4.613
0.6284,4.6974,3.8453,,0.2441,4.6758,4.613
0.6318,4.6974,3.8453,,0.2456,4.6758,4.613
0.6311,4.6866,3.8453,,0.2454,4.6758,4.613
0.63,4.6866,3.8453,,0.2464,4.6758,4.613
0.6326,4.6866,3.8453,,0.2459,4.6758,4.613
0.6329,4.6866,3.8453,,0.2461,4.6758,4.613
0.6326,4.6866,3.8453,,0,4.6758,4.613
0.6329,4.6866,3.8453,,0.2444,4.6758,4.6195
0.6294,4.6866,3.8518,,0.245,4.6758,4.613
0.6331,4.6866,3.8453,,0.2458,4.6758,4.613
0.6335,4.6866,3.8453,,0.2453,4.6758,4.613
0.6331,4.6974,3.8453,,0.2445,4.6758,4.613
0.6336,4.6866,3.8453,,0.2456,4.6758,4.613
0.6301,4.6866,3.8453,,0.2475,4.6758,4.613
0.6313,4.6866,3.8453,,0.2455,4.6758,4.613
0.6338,4.6866,3.8453,,0.2463,4.6758,4.613
0.6342,4.6866,3.8453,,0.2457,4.6758,4.613
0.6342,4.6866,3.8453,,0.2459,4.6758,4.613
0.6345,4.6866,3.8453,,0.2469,4.6758,4.613
0.6316,4.6866,3.8453,,0.2465,4.6758,4.613
0.6347,4.6866,3.8453,,0.2468,4.6758,4.613
0.635,4.6866,3.8453,,0.2456,4.6758,4.613
0.6352,4.6866,3.8453,,0,4.6758,4.6195
0.635,4.6866,3.8453,,0.247,4.6758,4.613
0.6324,4.6866,3.8453,,0.2459,4.6758,4.613
0.6358,4.6866,3.8453,,0.2466,4.6758,4.613
0.6359,4.6866,3.8453,,0.2512,4.6866,4.613
0.6311,4.6866,3.8453,,0.2518,4.6758,4.613
0.6365,4.6866,3.8453,,0.3116,4.719,4.639
0.6363,4.6866,3.8453,,0,4.719,4.6325
0.636,4.6866,3.8453,,0.3095,4.719,4.6325
0.6366,4.6866,3.8453,,0.3112,4.719,4.6325
0.6333,4.6866,3.8453,,0.3116,4.719,4.6325
0.6367,4.6866,3.8453,,0.3102,4.719,4.6325
0.6365,4.6866,3.8453,,0.3112,4.719,4.6325
0.6336,4.6866,3.8453,,0.3113,4.719,4.6325
0.6373,4.6866,3.8453,,0.3116,4.719,4.6325
0.6371,4.6866,3.8453,,0.3093,4.719,4.6325
0.637,4.6866,3.8453,,0.3103,4.719,4.6325
0.6372,4.6866,3.8453,,0.3103,4.719,4.639
0.6331,4.6866,3.8453,,0.3091,4.7082,4.6325
0.6372,4.6866,3.8453,,0.3105,4.719,4.6325
0.6376,4.6866,3.8453,,0.3091,4.719,4.6325
0.6374,4.6866,3.8453,,0.3101,4.719,4.6325
0.6374,4.6866,3.8453,,0.31,4.719,4.6325
0.6365,4.6866,3.8453,,0.3091,4.719,4.6325
0.6375,4.6866,3.8453,,0.3109,4.719,4.6325
0.6377,4.6866,3.8453,,0.3097,4.719,4.6325
0.6345,4.6866,3.8453,,0.3105,4.719,4.6325
0.6383,4.6866,3.8453,,0.3111,4.7082,4.6325
0.6379,4.6866,3.8453,,0.3089,4.719,4.6325
0.6383,4.6866,3.8453,,0.3099,4.719,4.6325
0.6383,4.6866,3.8453,,0.3105,4.719,4.6325
0.634,4.6866,3.8453,,0.3094,4.719,4.6325
0.6384,4.6866,3.8453,,0.3106,4.7082,4.6325
0.6383,4.6866,3.8453,,0.3091,4.719,4.6325
0.6368,4.6866,3.8453,,0.3087,4.719,4.6325
0.6393,4.6866,3.8453,,0.3107,4.719,4.6325
0.6387,4.6866,3.8453,,0.3091,4.719,4.6325
0.6387,4.6866,3.8453,,0.3087,4.7082,4.6325
0.6392,4.6866,3.8453,,0.3087,4.719,4.6325
0.6359,4.6866,3.8453,,0,4.7082,4.6325
0.6393,4.6866,3.8453,,0.3085,4.719,4.6325
0.6395,4.6866,3.8453,,0.3087,4.719,4.6325
0.6394,4.6866,3.8453,,0.3089,4.719,4.6325
0.6395,4.6866,3.8453,,0.3085,4.7082,4.6325
0.6391,4.6866,3.8453,,0.3098,4.719,4.639
0.6393,4.6866,3.8453,,0.3095,4.719,4.6325
0.6391,4.6866,3.8453,,0.3089,4.7082,4.6325
0.6363,4.6866,3.8453,,0.3085,4.7082,4.6325
0.6395,4.6866,3.8453,,0.3084,4.719,4.6325
0.6392,4.6866,3.8453,,0.3095,4.719,4.6325
0.6396,4.6974,3.8453,,0.3092,4.719,4.6325
0.6393,4.6866,3.8453,,0.3089,4.719,4.6325
0.6364,4.6866,3.8453,,0.3095,4.719,4.6325
0.6395,4.6866,3.8453,,0,4.719,4.6325
0.6397,4.6866,3.8453,,0.3085,4.719,4.6325
0.6321,4.6866,3.8453,,0.3098,4.7082,4.6325
0.6408,4.6866,3.8453,,0.3081,4.719,4.6325
0.6398,4.6866,3.8453,,0.3098,4.719,4.6325
0.6346,4.6866,3.8453,,0.3091,4.719,4.6325
0.6405,4.6866,3.8453,,0.3079,4.719,4.6325
0.6405,4.6866,3.8453,,0.3083,4.719,4.6325
0.6397,4.6866,3.8453,,0.3079,4.719,4.639
0.6396,4.6866,3.8453,,0.3084,4.719,4.639
0.6371,4.6866,3.8453,,0.3084,4.719,4.6325
0.6402,4.6866,3.8453,,0.3091,4.719,4.6325
0.6399,4.6866,3.8453,,0.3088,4.719,4.639
0.6361,4.6866,3.8453,,0.3089,4.719,4.6325
0.6409,4.6866,3.8453,,0.3085,4.719,4.639
0.6407,4.6866,3.8453,,0.3082,4.719,4.6325
0.6405,4.6974,3.8453,,0,4.719,4.639
0.6403,4.6866,3.8453,,0.3098,4.719,4.6325
0.6376,4.6866,3.8453,,0.3075,4.719,4.6325
0.6397,4.6866,3.8453,,0.3099,4.719,4.6325
0.6403,4.6866,3.8453,,0.3098,4.719,4.6325
0.6389,4.6866,3.8453,,0.3076,4.719,4.6325
0.6408,4.6866,3.8453,,0.3094,4.719,4.6325
0.6405,4.6866,3.8453,,0,4.719,4.6325
0.6408,4.6866,3.8453,,0.3084,4.719,4.6325
0.6405,4.6866,3.8453,,0.3095,4.719,4.639
0.6361,4.6866,3.8453,,0.3079,4.719,4.6325
0.6407,4.6866,3.8453,,0.309,4.719,4.6325
0.6409,4.6866,3.8453,,0.3092,4.719,4.6325
0.6409,4.6866,3.8453,,0.3084,4.719,4.639
0.6406,4.6866,3.8453,,0.3089,4.719,4.6325
0.638,4.6866,3.8453,,0.3092,4.719,4.639
0.6412,4.6866,3.8453,,0.3087,4.719,4.6325
0.6408,4.6866,3.8453,,0.3074,4.719,4.6325
0.6372,4.6866,3.8453,,0.3096,4.719,4.6325
0.6412,4.6866,3.8453,,0.3087,4.719,4.6325
0.641,4.6866,3.8453,,0.3084,4.719,4.6325
0.6411,4.6866,3.8453,,0.3087,4.719,4.6325
0.6409,4.6866,3.8453,,0.3076,4.719,4.6325
0.6379,4.6866,3.8453,,0,4.719,4.639
0.6411,4.6866,3.8453,,0.3099,4.719,4.6325
0.6411,4.6866,3.8453,,0.307,4.719,4.6325
0.6415,4.6866,3.8453,,0.3092,4.719,4.639
0.6411,4.6866,3.8453,,0.3088,4.719,4.639
0.6406,4.6974,3.8453,,0.309,4.719,4.6325
0.6403,4.6866,3.8453,,0.3084,4.719,4.639
0.6264,4.7298,3.8583,,0.3084,4.719,4.6325
0.6224,4.7298,3.8518,,0.3088,4.719,4.6325
0.6263,4.7298,3.8583,,0.308,4.719,4.6325
0.6257,4.7298,3.8583,,0.3083,4.719,4.6325
0.6259,4.7298,3.8583,,0.309,4.719,4.6325
0.6259,4.7298,3.8583,,0.309,4.7082,4.6325
0.6211,4.7298,3.8583,,0.308,4.719,4.6325
0.6248,4.7298,3.8583,,0.309,4.719,4.6325
0.6249,4.7298,3.8583,,0.3085,4.719,4.6325
0.618,4.7298,3.8583,,0.3089,4.719,4.639
0.625,4.7298,3.8583,,0.3091,4.719,4.6325
